year,Trade _services (%) ,"Communications, computer, etc. (% of service imports, BoP)","Imports of goods and services (BoP, current US$)","Primary income payments (BoP, current US$)","Insurance and financial services (% of service imports, BoP)","Goods imports (BoP, current US$)","Service imports (BoP, current US$)","Charges for the use of intellectual property, payments (BoP, current US$)","Imports of goods, services and primary income (BoP, current US$)","Transport services (% of service imports, BoP)","Foreign direct investment, net outflows (BoP, current US$)","Travel services (% of service imports, BoP)","Secondary income, other sectors, payments (BoP, current US$)","Personal remittances, paid (current US$)","Current account balance (BoP, current US$)",Current account balance (% of GDP),"Net financial account (BoP, current US$)","Net primary income (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Net trade in goods (BoP, current US$)","Net errors and omissions (BoP, current US$)","Foreign direct investment, net (BoP, current US$)","Portfolio investment, net (BoP, current US$)","Reserves and related items (BoP, current US$)","Net secondary income (BoP, current US$)","Net capital account (BoP, current US$)","Grants, excluding technical cooperation (BoP, current US$)","Technical cooperation grants (BoP, current US$)","ICT service exports (% of service exports, BoP)","ICT service exports (BoP, current US$)","Communications, computer, etc. (% of service exports, BoP)","Primary income receipts (BoP, current US$)","Exports of goods and services (BoP, current US$)",,"Insurance and financial services (% of service exports, BoP)","Goods exports (BoP, current US$)","Service exports (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)","Exports of goods, services and primary income (BoP, current US$)","Transport services (% of service exports, BoP)","Travel services (% of service exports, BoP)","Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net inflows (% of GDP)","Foreign direct investment, net inflows (% of GDP)","Portfolio equity, net inflows (BoP, current US$)","Secondary income receipts (BoP, current US$)","Personal remittances, received (current US$)","Personal remittances, received (% of GDP)",Net official development assistance received (current US$),Net ODA received (% of GNI),Net ODA received per capita (current US$),"Total reserves (includes gold, current US$)",Total reserves minus gold (current US$),"Inflation, consumer prices (annual %)","Central government debt, total (% of GDP)","Revenue, excluding grants (% of GDP)",Expense (% of GDP),"Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added (current LCU)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant LCU)","Agriculture, forestry, and fishing, value added (% of GDP)",Financial intermediary services indirectly Measured (FISIM) (current LCU),Financial intermediary services indirectly Measured (FISIM) (constant LCU),"Manufacturing, value added (current US$)","Manufacturing, value added (constant 2015 US$)","Manufacturing, value added (annual % growth)","Manufacturing, value added (constant LCU)","Manufacturing, value added (% of GDP)","Industry (including construction), value added (current US$)","Industry (including construction), value added (current LCU)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (% of GDP)","Services, value added (current US$)","Services, value added (current LCU)","Services, value added (constant 2015 US$)","Services, value added (annual % growth)","Services, value added (constant LCU)","Services, value added (% of GDP)",Adjusted savings: education expenditure (current US$),Adjusted savings: education expenditure (% of GNI),Adjusted savings: carbon dioxide damage (current US$),Adjusted savings: carbon dioxide damage (% of GNI),Adjusted savings: consumption of fixed capital (current US$),Adjusted savings: consumption of fixed capital (% of GNI),"Inflation, GDP deflator (annual %)",GDP deflator (base year varies by country),Gross value added at basic prices (GVA) (current US$),Gross value added at basic prices (GVA) (current LCU),Gross value added at basic prices (GVA) (constant 2015 US$),Gross value added at basic prices (GVA) (constant LCU),GDP (current US$),GDP (current LCU),GDP: linked series (current LCU),GDP (constant 2015 US$),GDP growth (annual %),GDP (constant LCU),"GDP, PPP (current international $)","GDP, PPP (constant 2017 international $)",GDP per capita (current US$),GDP per capita (current LCU),GDP per capita (constant 2015 US$),GDP per capita growth (annual %),GDP per capita (constant LCU),"GDP per capita, PPP (current international $)","GNI, Atlas method (current US$)",GNI (current US$),GNI (current LCU),GNI: linked series (current LCU),"GNI, PPP (current international $)","GNI, PPP (constant 2017 international $)",GNI per capita (current LCU),"GNI per capita, PPP (current international $)",,Net primary income (Net income from abroad) (current LCU),Taxes less subsidies on products (current US$),Taxes less subsidies on products (current LCU),Taxes less subsidies on products (constant LCU),Net secondary income (Net current transfers from abroad) (current US$),Net secondary income (Net current transfers from abroad) (current LCU),DEC alternative conversion factor (LCU per US$),"PPP conversion factor, GDP (LCU per international $)",Price level ratio of PPP conversion factor (GDP) to market exchange rate,"PPP conversion factor, private consumption (LCU per international $)"
1995,43.70695053,42.41323648,172188888.9,17725925.93,10.53268765,98266666.67,55066666.67,14814.81481,189914814.8,37.77239709,0,12.89523652,325925.9259,911111.1111,-45462962.96,-14.5024279,-22500000,-10959259.26,-53681481.48,-80562962.96,17255555.56,-20470370.37,-233333.3333,2285185.185,19177777.78,5707407.407,4170000,1320000,8.406399711,6888888.889,14.95073669,6766666.667,118507407.4,118507407.4,1.920817138,36559259.26,81948148.15,,125274074.1,6.200849679,76.92759649,35174074.07,10.53291188,10.53291188,,23255555.56,18455555.56,5.909665529,7449999.809,1.289145743,91.65687651,32731150.88,32731150.88,2.086573852,,,,9292592.593,25090000,9230894.047,11.18483412,23460000,2.782676205,20340000,16660000,21225925.93,47031257.95,4.91621878,69670000,6.356124882,67662962.96,182690000,123738481,10.51702757,20.26174236,225574074.1,609050000,344021936.2,5.317687689,805080000,67.54838352,9364862.333,3.3190859,2212726.714,0.784232568,28625200.44,10.14531723,0.645815917,75.49484225,294992592.6,796480000,473934280.1,1055010000,333944444.4,901650000,829862912.3,524831014.9,5.842838026,1194320000,535835124.6,739561192.9,7748.670312,20921.40984,12177.90136,4.499449103,27712.36977,12433.2349,326520528.9,318355555.6,859560000,787772912.3,508657984.8,7930,19944.77574,11240,-10959259.26,-29590000,38951851.85,105170000,139310000,16170370.37,43660000,2.7,1.548728096,0.573602998,1.834352588
1994,46.49718294,36.72913399,143129629.6,15914814.81,12.97779245,94566666.67,44862962.96,48148.14815,159044444.4,37.39783703,0,11.39605706,1703703.704,2574074.074,-24300000,-8.232843537,-24345185.19,-13007407.41,-22181481.48,-69696296.3,-71111.11111,-15348148.15,-2222222.222,-608032.8491,10888888.89,25925.92593,2690000,770000,7.74196135,7151851.852,10.01523535,2907407.407,120948148.1,120948148.1,1.579664822,28570370.37,92377777.78,,123855555.6,5.208082752,83.19701708,20470370.37,6.529932302,6.529932302,,16559259.26,15500000,5.96413763,5510000.229,2.200942506,147.8536234,33471864.71,33471864.71,2.956800251,,,,9081481.481,24520000,8302296.01,-17.48142354,21100000,2.896941199,19020000,15120000,20933333.33,44803568.11,0.764574705,66370000,6.677614867,65192592.59,176020000,117916691.1,2.996659462,20.7960681,211177777.8,570180000,326651623.1,1.165929965,764430000,67.36451601,8359302.234,3.3190859,1973732.274,0.78367629,26409732.88,10.48606326,0.783506445,75.01041307,278403703.7,751690000,450170407.3,1002110000,313485185.2,846410000,779020981.1,495858789,5.383142657,1128390000,497152732.5,698735225.5,7367.454411,19892.12691,11653.55556,4.023440064,26519.15394,11683.96551,307395924.5,302525925.9,816820000,749430981.1,478269095.6,7580,19196.70975,10470,-13007407.41,-35120000,35081481.48,94720000,126280000,19177777.78,51780000,2.7,1.5669651,0.580357444,1.849529411
1993,49.16027747,43.59673025,140781481.5,13940740.74,8.478922904,84151851.85,46214814.81,111111.1111,154722222.2,36.52828979,0,12.09436862,4003703.704,4003703.704,-29288888.89,-11.10455809,4074074.074,-11900000,-25366666.67,-62600000,31348148.15,-13759259.26,-14814.81481,2929225.91,7977777.778,2014814.815,1680000,1140000,7.602858284,6344444.444,2040740.741,115414814.8,115414814.8,1.185033953,31966666.67,83448148.15,,117455555.6,4.464959389,83.63144113,,15348148.15,5.199954827,5.199954827,,14155555.56,13611111.11,5.7334231,4449999.809,4.276260825,259.8499399,31821472.9,31821472.9,1.442269588,,,,9544444.444,25770000,10061123.65,3.690186537,25570000,3.233659167,15140000,13410000,19037037.04,42704139.2,2.048114434,63260000,6.449750919,57529629.63,155330000,106695496.3,5.8004158,19.49104689,207974074.1,561530000,322886986.9,6.450840342,755620000,70.46164657,7174892.591,3.1,2024060.991,0.874520279,24460924.52,10.56864128,6.27211762,74.4272706,269437037,727480000,439083594.9,977430000,295159259.3,796930000,733480453.3,470529514,5.301719051,1070750000,462068248.3,663042691.5,7027.434091,18974.07205,11202.81693,3.912772303,25493.44063,11001.36302,279212500,282151851.9,761810000,698360453.3,439943818.4,7220,18137.90148,9860,-11900000,-32130000,25722222.22,69450000,93310000,10888888.89,29400000,2.7,1.587385534,0.587920568,1.84680999
1992,49.86769047,41.00153665,125125925.9,13077777.78,7.430172648,97048148.15,40974074.07,159259.2593,138203703.7,39.47392208,0,12.88577792,3214814.815,6348148.148,-14996296.3,-6.193309574,-9592592.593,-10688888.89,-12329629.63,-51129629.63,2640740.741,-12529629.63,3703.703704,9800000,8022222.222,2762962.963,1550000,740000,,10.71856553,2388888.889,112796296.3,112796296.3,0.654626491,33022222.22,79774074.07,,115185185.2,5.455220762,84.50253029,,13759259.26,5.216670879,5.216670879,,13744444.44,17155555.56,0.608776808,3609999.895,3.486741959,197.310506,29420603.38,29420603.38,1.794861464,,,,10162962.96,27440000,9703062.54,3.309593632,24660000,3.853174938,12300000,12070000,18559259.26,42380111.59,3.048576214,62780000,7.036537759,55951851.85,151070000,103591220.2,1.718213058,21.21352543,178625925.9,482290000,303320279.9,6.099967116,709830000,67.72404303,5765399.999,2.7,1414925.269,0.662625009,22511843.06,10.5425428,1.990850299,70.03461705,240188888.9,648510000,415975587,925990000,263755555.6,712140000,655441218.1,446839347.2,6.801949416,1016840000,429629674.4,629659893,6363.682668,17181.9432,10780.98167,5.392422398,24533.50062,10365.76048,254709427,251855555.6,680010000,623311218.1,408569049.9,6650,16406.73631,9150,-10688888.89,-28860000,23566666.67,63630000,90860000,7977777.778,21540000,2.7,1.52559578,0.565035474,1.868022561
1991,46.84277701,30.10923746,131970370.4,9492592.593,6.692120055,97440740.74,34922222.22,13077777.78,141462963,50.31286457,0,12.69353128,4129629.63,7644444.466,-35588888.89,-16.13710409,-24714814.81,-7007407.407,-35007407.41,-68470370.37,8525925.926,-21448148.15,125125925.9,648148.1481,6425925.926,2348148.148,1340000,640000,,9.387622452,2485185.185,96962962.96,96962962.96,0.617417678,28577777.78,68385185.19,,99448148.15,5.719237435,81.62370017,,12529629.63,5.174602689,5.174602689,,12603703.7,17125925.93,0.675108307,2829999.924,3.517015405,185.2400037,26243750.05,26243750.05,2.858446725,,,,9648148.148,26050000,9392218.282,4.555409549,23870000,3.984581734,9840000,11350000,18788888.89,41529539.1,-3.398058252,61520000,7.759609649,53377777.78,144120000,97911921.65,-6.85477914,22.04444988,162881481.5,439780000,285881596.6,4.798007488,669020000,67.26830537,6121940.205,2.8768516,1337495.562,0.628522351,22751817.3,10.69164347,5.297314584,68.66754895,222259259.3,600100000,392584569,873920000,242137037,653770000,601718489.6,418381265.2,4.268973825,952080000,392953305.7,589558427,5920.220954,15984.59658,10229.37079,3.356301634,23278.23961,9607.660286,232338491.7,231448148.1,624910000,572858489.6,374106232.5,6150,15278.97311,8770,-7007407.407,-18920000,19877777.78,53670000,78160000,8022222.222,21660000,2.7,1.531272242,0.567137868,1.889250745
1990,40.95976816,32.15270414,132366666.7,7766666.667,6.670201485,90185185.19,34925925.93,9492592.593,140133333.3,48.4835631,0,11.59842819,8025925.926,2403703.69,-46970370.37,-21.61950222,-50974074.07,-4459259.259,-49981481.48,-69118518.52,-5144444.444,-48785185.19,131970370.4,88888.88889,7470370.37,1140740.741,1840000,560000,,12.03964471,3307407.407,82385185.19,82385185.19,1.198876481,28322222.22,54062962.96,,85692592.59,7.453586353,80.59875317,,21448148.15,9.725254425,9.725254425,,17174074.07,10666666.67,8.876576734,3200000.048,3.81578942,199.8228144,16634304.31,16634304.31,4.323739444,,,,8351851.852,22550000,8983005.588,5.743399722,22830000,3.786988211,10440000,10010000,16803703.7,40300934.4,-7.415730337,59700000,7.619319518,49666666.67,134100000,96258004.05,4.079749885,22.52040439,148811111.1,401790000,272792969.5,5.517264177,638390000,67.47556511,5683907.409,3.1,756664.939,0.412684645,19574966.94,10.67617629,3.439218777,65.21301062,202966666.7,548010000,377499675.8,840340000,220540740.7,595460000,548050984,401251925.5,-1.864689129,913100000,368467981.1,565420762.7,5439.809105,14687.48458,9897.191197,-1.637154246,22522.32253,9088.54968,212384715.2,213533333.3,576540000,529130984,355747605.8,5680,14220.80805,8740,-4459259.259,-12040000,17574074.07,47450000,72760000,6425925.926,17350000,2.7,1.487377498,0.550880555,1.892380068
1989,41.15044248,28.69818735,119403703.7,12711111.11,7.237926226,81962962.96,29218518.52,7766666.667,132114814.8,52.46545823,0,12.04819277,5159259.259,2177777.767,-38374074.07,-19.93266641,-44825925.93,-9166666.667,-40196296.3,-60981481.48,-9888888.889,-40800000,132366666.7,6333333.333,10988888.89,3437037.037,2030000,740000,,10.748784,3544444.444,79207407.41,79207407.41,0.555514406,29203703.7,50003703.7,,82751851.85,7.451299904,79.89037849,,48785185.19,22.45482441,22.45482441,,17677777.78,10000000,9.976913986,3779999.971,7.330168441,327.8688422,16284226.57,16284226.57,4.010984078,,,,7603703.704,20530000,8495098.145,-2.307692308,21590000,3.499829526,9840000,9500000,17125925.93,41718555.21,2.0174232,61800000,7.882713945,52081481.48,140620000,103341860.3,4.320162541,23.97204228,135466666.7,365760000,258529228.9,6.58527562,605010000,62.35254006,5621213.651,3.3346392,712721.0291,0.422803265,17612122.89,10.44793509,7.603026342,63.04476329,191507407.4,517070000,368434364.8,820160000,217259259.3,586600000,539896394.8,408876195.5,4.877251516,930450000,363187191.8,576164438.3,5346.472568,14435.47593,10061.92035,5.796050156,22897.18476,8937.572394,210170193,212800000,574560000,527856394.8,355087908.6,5240,14139.18693,,-9166666.667,-24750000,25751851.85,69530000,110290000,7470370.37,20170000,2.7,1.486551307,0.550574558,1.890769725
1988,41.49098162,26.23828648,106862963,8633333.333,7.779265209,69955555.56,24900000,12711111.11,115496296.3,53.93425554,0,12.11701575,1800000,1925925.97,-27525925.93,-15.93926266,-18855555.56,-4122222.222,-31703703.7,-53555555.56,2140740.741,-13133333.33,119403703.7,-64840.99981,8300000,6529629.63,2350000,1160000,,12.1028072,4511111.111,75159259.26,75159259.26,0.570387388,28407407.41,46751851.85,,79670370.37,7.121920304,80.79695793,,40800000,21.19276645,21.19276645,,11796296.3,9333333.333,7.043129487,6210000.038,8.358527137,340.9888471,16393141.64,16393141.64,5.169964956,,,,8185185.185,22100000,8695769.754,-3.661726242,22100000,4.251635244,10680000,8930000,16959259.26,45060089.97,3.840660213,66750000,8.809157368,43051851.85,116240000,99291034.47,22.26580375,22.3624471,121085185.2,326930000,242556232.5,4.670846395,567630000,62.89534436,5255466.667,3.6,561112.9148,0.384362916,13546729.61,9.279523528,5.6889366,58.59013954,168374074.1,454610000,348556267,775910000,192518518.5,519800000,,389861661.7,5.479794077,887180000,,,4696.490011,12680.52303,9510.676759,6.326370293,21642.75956,28838.98949,188047352.1,183351851.9,495050000,892248074.1,,5170,12076.74668,,-4122222.222,-11130000,24144444.44,65190000,111260000,10988888.89,29670000,2.7,,,
1987,41.83044219,27.40176562,91351851.85,4977777.778,7.668339969,55348148.15,21396296.3,8633333.333,96329629.63,52.81287866,0,10.56717705,1766666.667,1048148.155,-16114814.81,-10.90694876,-13155555.56,-1762962.963,-22222222.22,-41233333.33,-2985185.185,-16648148.15,106862963,540740.7407,7870370.37,5944444.444,1240000,680000,,11.51073437,3214814.815,69129629.63,69129629.63,0.522456462,28722222.22,40407407.41,,72344444.44,8.652612282,81.31989001,,13133333.33,7.605035709,7.605035709,,10577777.78,1062962.963,7.650656507,1769999.981,5.10325743,179.0133794,10323456.96,10323456.96,0.232525034,,,,9400000,25380000,9026287.7,5.325987144,22940000,5.443198147,8000000,7460000,16388888.89,44169014.03,0.366358713,65430000,9.490209535,39488888.89,106620000,95179140.88,11.47791867,22.86657945,107000000,288900000,231732369.5,6.844510994,542300000,61.95980869,6058088.279,4.6963273,570846.6188,0.442529464,11947878.22,9.262187024,7.010925212,55.43639801,152922222.2,412890000,334580953.6,744800000,172692592.6,466270000,,369607909.4,9.225374976,841090000,,,4179.293642,11284.09283,8944.795851,10.00780306,20355.02529,26486.13258,178418616.4,168570370.4,455140000,,,4590,11014.73827,,-1762962.963,-4760000,19770370.37,53380000,96290000,8300000,22410000,2.7,,,
1986,37.41533229,26.41794264,72522222.22,3955555.556,7.63424628,46700000,17174074.07,4977777.778,76477777.78,55.38063403,0,16.47523331,1666666.667,629629.612,-8896296.296,-6.807425252,-2837037.037,-1688888.889,-14677777.78,-29225925.93,1725925.926,-9203703.704,91351851.85,2996278.995,7470370.37,4333333.333,1210000,490000,,9.505041247,2266666.667,57844444.44,57844444.44,0.583771162,26122222.22,31722222.22,,60111111.11,6.584938704,83.93461763,,16648148.15,11.26792339,11.26792339,,9559259.259,1311111.111,8.048745874,2049999.952,4.271440644,131.5381181,10560000,10560000,0.963012649,,,,8733333.333,23580000,8569858.156,4.460431655,21780000,5.910959591,6160000,5760000,13100000,42535374.82,8.70995671,63010000,8.866439386,27770370.37,74980000,77846084.48,6.479397843,18.79574852,95592592.59,258100000,216887481.9,4.292436353,507560000,64.69968916,6253322.222,5.7,479036.1034,0.436648823,9540869.023,8.696649797,6.10621614,51.80442828,129807407.4,350480000,303917022.5,676540000,147748148.1,398920000,,338390149.2,6.550345228,770050000,,,3550.187379,9585.505923,8131.0558,7.24673598,18503.25588,26701.11546,151237160.6,145985185.2,394160000,,,4320,9471.129586,,-1688888.889,-4560000,17940740.74,48440000,93500000,7870370.37,21250000,2.7,,,
1985,29.83451221,38.76525485,57018518.52,1600000,4.475951184,47233333.33,10318518.52,3955555.556,58618518.52,40.28356066,0,17.44749596,3500000,588888.8836,-6677777.778,-6.015614574,-7207407.407,-1300000,-13844444.44,-26325925.93,-529629.6296,-8000000,72522222.22,1940740.741,8466666.667,7.63424628,960000,400000,,8.896672504,300000,43174074.07,43174074.07,,20374074.07,22800000,,43474074.07,,88.15789474,,9203703.704,7.042652685,7.042652685,,12618518.52,1111111.111,0.957560431,2039999.962,4.056243707,105.5903523,10220000,10220000,-0.006685534,,,,7640740.741,20630000,8203927.574,-10.01294778,20850000,5.846677058,6270000,6660000,12159259.26,42380111.59,-3.395784543,62780000,9.304236928,23737037.04,64090000,69830945.37,4.373532032,18.16352558,86333333.33,233100000,207960892.9,10.12128343,486670000,66.06206603,5823518.518,5.9,454122.5961,0.460086683,8040114.8,8.145707302,6.196768185,48.82317942,115385185.2,311540000,286648907.7,638100000,130685185.2,352850000,,317587097.9,10.85699385,722710000,,,3119.797207,8423.452458,7581.634747,11.53183768,17252.97811,31194.69583,127349992,128996296.3,348290000,,,3630,8314.59333,,-1300000,-3510000,15300000,41310000,84610000,7470370.37,20170000,2.7,,,
1984,29.90647185,31.62358643,56403703.7,800000,5.092891761,46744444.44,9170370.37,1600000,57203703.7,45.83602585,0,28.64476386,3300000,500000,-4337037.037,-4.398452466,-5548148.148,100000,-15937037.04,-27085185.19,-1211111.111,-6000000,57018518.52,1800000,11500000,4.475951184,1690000,630000,,11.84210526,900000,40466666.67,40466666.67,,20148148.15,20318518.52,,41366666.67,,87.20379147,,8000000,7.206726278,7.206726278,,14800000,1100000,1.329677328,2559999.943,3.657410776,85.181687,7414814.818,7414814.818,2.6195463,,,,5474074.074,14780000,9116786.661,7.169287697,23170000,4.931269185,3820000,6460000,8125925.926,38984572.22,12.98431298,57750000,7.320165488,18400000,49680000,65581649.39,-3.508909034,16.57547044,77577777.78,209460000,188847138.8,10.20397985,441940000,69.88522621,5630340.74,6.4,427982.057,0.486486572,7198798.608,8.18286374,3.71190961,45.97426104,100037037,270100000,263918246.8,587500000,111007407.4,299720000,,286483591.9,8.550068267,651930000,,,2634.002643,7111.807137,6797.731396,9.157932165,15469.10592,29950.57318,105142479.3,109707407.4,296210000,,,3040,7028.52126,,100000,270000,10970370.37,29620000,64430000,8466666.667,22860000,2.7,,,
1983,27.42155525,28.64476386,57566666.67,700000,4.271047228,39822222.22,10822222.22,800000,58266666.67,38.43942505,0,24.53106682,2900000,2000000,-14740740.74,-16.96793997,-14351851.85,1100000,-26140740.74,-28318518.52,388888.8889,-13500000,56403703.7,1200000,10300000,5.092891761,960000,540000,,12.79620853,1800000,31425925.93,31425925.93,,18425925.93,13000000,,33225925.93,,80,,6000000,6.084964129,6.084964129,,13200000,1111111.111,1.278990511,1600000.024,3.216856731,66.43192309,5650740.743,5650740.743,2.714904705,,,,6555555.556,17700000,8506902.357,0.651769088,21620000,6.648386733,4250000,5650000,8377777.778,40354939,-8.062554301,59780000,8.496412876,17155555.56,46320000,62833601.69,1.652367334,17.39849003,66588888.89,179790000,171361450.9,12.63657557,401020000,67.53183338,5197333.333,6,517384.3634,0.597288259,7288933.042,8.414622548,4.25851652,44.32881548,88733333.33,239580000,242791310.4,540470000,98603703.7,266230000,,263918389.5,8.865807457,600580000,,,2326.656529,6281.972629,6227.427784,9.430943787,14171.30722,29333.59837,94472180.35,98703703.7,266500000,,,2490,6288.343558,,1100000,2970000,9870370.37,26650000,60120000,11500000,31050000,2.7,,,
1982,30.03530526,44.31418523,52459259.26,700000,3.115474795,43422222.22,12637037.04,700000,53159259.26,28.03927315,0,3.115474795,2000000,1700000.048,-8722222.222,-10.13949884,-5537037.037,600000,-20422222.22,-20985185.19,3185185.185,-2200000,57566666.67,-3800000,11100000,4.271047228,2930000,430000,,20,1300000,32037037.04,32037037.04,,18837037.04,13200000,,33337037.04,,74.24242424,,13500000,15.53973397,15.53973397,,13100000,792592.5926,1.278739372,3599999.905,3.69420221,74.77683899,3147777.779,3147777.779,2.29153537,,,,5481481.481,14800000,8451816.033,-15.23283346,21480000,6.309686221,3400000,5100000,6500000,35717293.79,7.549990656,52910000,7.482094134,16603703.7,44830000,65118552.46,13.18108254,19.11238063,57966666.67,156510000,152136595.1,1.514028285,356030000,66.72493179,3433311.111,4.3,397997.3782,0.498465962,6812365.164,8.532046546,-0.194146962,42.5181721,78796296.3,212750000,224781978.5,500380000,86874074.07,234560000,,242425418.6,1.18672047,551670000,,,2039.297513,5506.103286,5690.737527,1.647523844,12950,29329.55404,85326059.43,87974074.07,237530000,,,2230,5575.821596,,600000,1620000,8077777.778,21810000,51290000,10300000,27810000,2.7,,,
1981,21.25457875,6.951596292,50614814.81,2244444.444,5.96807415,40803703.7,7192592.593,700000,52859259.26,53.71266735,0,5.96807415,39822222.22,12637037.04,-4696296.296,-5.805860806,-5600000,-1044444.444,-16351851.85,-19159259.26,-903703.7037,-900000,,100000,12700000,28.03927315,24.53106682,2000000,,25.75757576,1200000,34262962.96,34262962.96,,24262962.96,10000000,,35462962.96,,99,,2200000,2.557478688,2.557478688,,12700000,,1.373626439,9999.999776,4.734205364,88.00316559,3329259.26,5.927222982,,,,7014814.815,18940000,9970624.687,-2.124372345,25340000,8.154654267,,2940000,4470000,6911111.111,38849560.72,-11.26036484,57550000,8.034099716,16144444.44,43590000,64060045.2,-4.376235921,18.76776027,56425925.93,152350000,149867557.8,3.907800788,350720000,65.59459227,3495170.37,5.2,331908.2403,0.493802209,5460645.516,8.124169547,5.766828687,42.60088041,78488888.89,211920000,223470248.6,497460000,86022222.22,232260000,,239582247.1,0.547738045,545200000,,,2010.146801,5427.396364,5598.500889,0.921320564,12740.10375,28219.30654,83092406.63,86622222.22,233880000,,,2000,5465.252138,,-1044444.444,-2820000,7533333.333,20340000,47750000,11100000,29970000,2.7,,,
1980,20.35814759,6.852791878,46640741,1944444.444,6.916243655,6.916243655,5837037.037,48585185.19,62.24619289,62.24619289,0,6622222.222,43422222.22,7192592.593,-2662962.963,-3.889850682,,-14418518.52,-16681481.48,-1000000,53.71266735,-1600000,13000000,33.3676622,,,,1,700000,32222222.22,32222222.22,,24122222.22,8100000,,32922222.22,,98.7654321,,900000,1.112637363,1.112637363,,13000000,,1.15775805,,9.239034661,144.0935573,4015555.557,10.4763632,,,,4670370.37,12610000,10187035.25,11.69111303,25890000,5.773809524,,1900000,4110000,6622222.222,36122328.3,6.386732534,53510000,8.186813187,13985185.19,37760000,56599604.6,14.30958231,17.28937729,52240740.74,141050000,144231286.5,3.871364825,337530000,64.58333333,3006876.418,5.2253185,212913.6084,0.36999905,3928067.189,6.826154221,16.35632333,40.27811076,70192592.59,189520000,211372685.4,470530000,80888888.89,218400000,,238277112.7,1.546903384,542230000,,,1883.195327,5084.627383,5547.39163,1.887339537,12623.7981,28019.83128,79331234.95,79844444.44,215580000,,,1940,5018.974228,,-1244444.444,-3360000,10696296.3,28880000,71700000,12700000,34290000,2.7,,,,,
1979,,,,,,,,,0,,0,,13985185.19,,,-6544444.444,,,-3881481.481,,,,,,,,,1.234567901,,,,,,,,,,,,1000000,1.460722787,,,,,3.075887519,40.89837749,,17.7366548,,,,5766666.667,15570000,9120721.398,-7.979356888,23180000,8.423501407,,,,2080000,5970000,5829629.63,40705968.92,1.28663331,60300000,8.515472841,12951851.85,34970000,59189894.01,9.940572663,18.91906514,40837037.04,110260000,138855676.7,4.869941264,324950000,59.65159056,2515345.28,5.2253185,172564.9237,0.358482271,3422575.532,7.109977063,7.291192084,34.61617694,58781481.48,158710000,205959553.7,458480000,68459259.26,184840000,,234647344.9,8.440121037,533970000,,,1588.492453,4288.929624,5444.63292,8.895550926,12389.95754,26057.21416,72068241.3,67214814.81,181480000,,,1850,4210.965961,,-1296296.296,-3500000,9677777.778,26130000,75480000,13000000,35100000,2.7,,,,,
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.460722787,,,,,,4.258621178,47.16438404,,,,,,4733333.333,12780000,9911603.625,3.407224959,25190000,8.04431296,,,,1660000,5960000,4737037.037,38262260.67,7.968358094,56680000,8.050607415,10240740.74,27650000,51780343.18,-6.684815487,17.40416693,37129629.63,100250000,132407508.8,6.393352561,309860000,63.10190722,2257360.661,5.2253185,175139.0594,0.405410346,3090889.488,7.15476366,10.6255258,32.26376394,51485185.19,139010000,193547534.7,430850000,58840740.74,158870000,,216384252.2,7.597675028,492410000,,,1359.599352,3670.918249,4999.867188,8.062594046,11377.83631,24670.41565,59626252.64,57544366.3,155369789,,,1670,3590.040875,,-1296296.296,-3500000,7355555.556,19860000,61550000,7400000,19980000,2.7,,,,,
1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.722173876,46.78577075,,,,,,4266666.667,11520000,9585020.417,4.729148753,24360000,8.631153068,,,,1400000,5450000,4903703.704,37776219.25,,55960000,9.919832172,8666666.667,23400000,47098484.14,,17.53202967,31085185.19,83930000,124450922.5,3.899254397,291240000,62.88304488,,5.2253185,161160.0958,,1760340.996,,6.915110342,29.16484573,43500000,117450000,180906412.2,402710000,49433333.33,133470000,,201104951.5,3.909904182,457640000,,,1137.313547,3070.746578,4626.825066,4.239814841,10528.93132,24876.90905,,48137645.19,129971642,,,1380,2990.259795,,-1296296.296,-3500000,5933333.333,16020000,54930000,4800000,12960000,2.7,,,,,
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.52766216,,,,,,4655555.556,12570000,9152199.298,,23260000,10.46279341,,,,1180000,4570000,4644444.444,34988231.66,,51830000,10.43782254,9096296.296,24560000,50472476.03,,20.44281671,26914814.81,72670000,119780380.8,,280310000,60.48776428,,5.2253185,134339.8783,,2150114.253,,,27.27850688,40229629.63,108620000,178875926.3,398190000,44496296.3,120140000,,193537808.6,,440420000,,,1020.487038,2755.315001,4438.635154,,10100.68115,24573.07266,,43200441.48,116641192,,,,2675.072633,,,,4266666.667,11520000,42230000,3800000,10260000,2.7,,,,,
